reading_id,household_id,timestamp,energy_kwh,voltage,current_amps,appliance_category,is_solar_powered,grid_status
26465,HH_037,2024-01-23 16:00:00,0.4347,215.79,2.01,Cooling,0,On-grid
26466,HH_037,2024-01-23 17:00:00,0.5786,215.79,2.68,Other,0,On-grid
26467,HH_037,2024-01-23 18:00:00,0.7761,223.22,3.48,Cooking,0,On-grid
26468,HH_037,2024-01-23 19:00:00,0.8999,224.56,4.01,Entertainment,0,On-grid
26469,HH_037,2024-01-23 20:00:00,0.8579,225.11,3.81,Cooling,0,On-grid
26470,HH_037,2024-01-23 21:00:00,0.6117,215.45,2.84,Lighting,0,On-grid
26471,HH_037,2024-01-23 22:00:00,0.291,219.48,1.33,Other,0,On-grid
26472,HH_037,2024-01-23 23:00:00,0.2586,218.41,1.18,Entertainment,0,On-grid
26473,HH_037,2024-01-24 00:00:00,0.0027,214.44,0.01,Cooling,0,On-grid
26474,HH_037,2024-01-24 01:00:00,0.1364,219.24,0.62,Cooling,0,On-grid
26475,HH_037,2024-01-24 02:00:00,0.0,225.13,0.0,Other,0,On-grid
26476,HH_037,2024-01-24 03:00:00,0.051,216.7,0.24,Cooling,0,On-grid
26477,HH_037,2024-01-24 04:00:00,0.0354,227.81,0.16,Cooling,0,On-grid
26478,HH_037,2024-01-24 05:00:00,0.1128,219.56,0.51,Cooking,0,On-grid
26479,HH_037,2024-01-24 06:00:00,0.4305,220.35,1.95,Cooling,0,On-grid
26480,HH_037,2024-01-24 07:00:00,0.6065,220.01,2.76,Cooking,0,On-grid
26481,HH_037,2024-01-24 08:00:00,0.5296,220.74,2.4,Charging,0,On-grid
26482,HH_037,2024-01-24 09:00:00,0.3458,218.71,1.58,Entertainment,0,On-grid
26483,HH_037,2024-01-24 10:00:00,0.4118,223.22,1.84,Cooling,0,On-grid
26484,HH_037,2024-01-24 11:00:00,0.2708,216.54,1.25,Other,0,On-grid
26485,HH_037,2024-01-24 12:00:00,0.2258,220.61,1.02,Cooking,0,On-grid
26486,HH_037,2024-01-24 13:00:00,0.1847,222.13,0.83,Cooking,0,On-grid
26487,HH_037,2024-01-24 14:00:00,0.3185,225.67,1.41,Charging,0,On-grid
26488,HH_037,2024-01-24 15:00:00,0.3693,222.11,1.66,Cooling,0,On-grid
26489,HH_037,2024-01-24 16:00:00,0.3842,216.77,1.77,Cooling,0,On-grid
26490,HH_037,2024-01-24 17:00:00,0.5115,222.91,2.29,Lighting,0,On-grid
26491,HH_037,2024-01-24 18:00:00,0.7169,213.89,3.35,Cooking,0,On-grid
26492,HH_037,2024-01-24 19:00:00,0.8616,210.04,4.1,Charging,0,On-grid
26493,HH_037,2024-01-24 20:00:00,0.8329,222.07,3.75,Cooking,0,On-grid
26494,HH_037,2024-01-24 21:00:00,0.5644,219.81,2.57,Entertainment,0,On-grid
26495,HH_037,2024-01-24 22:00:00,0.44,223.48,1.97,Lighting,0,On-grid
26496,HH_037,2024-01-24 23:00:00,0.1317,206.02,0.64,Lighting,0,On-grid
26497,HH_037,2024-01-25 00:00:00,0.039,223.07,0.17,Cooling,0,On-grid
26498,HH_037,2024-01-25 01:00:00,0.0213,219.71,0.1,Charging,0,On-grid
26499,HH_037,2024-01-25 02:00:00,0.0,210.46,0.0,Cooling,0,On-grid
26500,HH_037,2024-01-25 03:00:00,0.047,222.1,0.21,Other,0,On-grid
26501,HH_037,2024-01-25 04:00:00,0.0,224.15,0.0,Cooling,0,On-grid
26502,HH_037,2024-01-25 05:00:00,0.0667,221.08,0.3,Other,0,On-grid
26503,HH_037,2024-01-25 06:00:00,0.3652,222.65,1.64,Other,0,On-grid
26504,HH_037,2024-01-25 07:00:00,0.5219,218.29,2.39,Cooling,0,On-grid
26505,HH_037,2024-01-25 08:00:00,0.3933,221.33,1.78,Cooling,0,On-grid
26506,HH_037,2024-01-25 09:00:00,0.4083,220.92,1.85,Charging,0,On-grid
26507,HH_037,2024-01-25 10:00:00,0.2822,215.23,1.31,Cooking,0,On-grid
26508,HH_037,2024-01-25 11:00:00,0.1914,226.04,0.85,Cooling,0,On-grid
26509,HH_037,2024-01-25 12:00:00,0.2634,217.18,1.21,Cooling,0,On-grid
26510,HH_037,2024-01-25 13:00:00,0.2437,215.8,1.13,Charging,0,On-grid
26511,HH_037,2024-01-25 14:00:00,0.2314,220.85,1.05,Entertainment,0,On-grid
26512,HH_037,2024-01-25 15:00:00,0.4282,221.82,1.93,Cooling,0,On-grid
26513,HH_037,2024-01-25 16:00:00,0.3718,216.47,1.72,Cooling,0,On-grid
26514,HH_037,2024-01-25 17:00:00,0.6339,223.13,2.84,Cooking,0,On-grid
26515,HH_037,2024-01-25 18:00:00,0.6788,214.42,3.17,Lighting,0,On-grid
26516,HH_037,2024-01-25 19:00:00,0.9752,221.52,4.4,Cooling,0,On-grid
26517,HH_037,2024-01-25 20:00:00,0.7773,217.4,3.58,Entertainment,0,On-grid
26518,HH_037,2024-01-25 21:00:00,0.6442,220.63,2.92,Entertainment,0,On-grid
26519,HH_037,2024-01-25 22:00:00,0.3857,228.74,1.69,Cooling,0,On-grid
26520,HH_037,2024-01-25 23:00:00,0.1774,220.62,0.8,Entertainment,0,On-grid
26521,HH_037,2024-01-26 00:00:00,0.0958,213.11,0.45,Cooking,0,On-grid
26522,HH_037,2024-01-26 01:00:00,0.0987,216.17,0.46,Other,0,On-grid
26523,HH_037,2024-01-26 02:00:00,0.0269,210.58,0.13,Cooking,0,On-grid
26524,HH_037,2024-01-26 03:00:00,0.0751,211.54,0.35,Cooling,0,On-grid
26525,HH_037,2024-01-26 04:00:00,0.0511,217.43,0.24,Charging,0,On-grid
26526,HH_037,2024-01-26 05:00:00,0.1134,223.33,0.51,Cooling,0,On-grid
26527,HH_037,2024-01-26 06:00:00,0.4568,231.22,1.98,Charging,0,On-grid
26528,HH_037,2024-01-26 07:00:00,0.629,218.33,2.88,Cooking,0,On-grid
26529,HH_037,2024-01-26 08:00:00,0.5051,226.31,2.23,Cooking,0,On-grid
26530,HH_037,2024-01-26 09:00:00,0.3104,219.5,1.41,Cooking,0,On-grid
26531,HH_037,2024-01-26 10:00:00,0.2898,220.48,1.31,Cooling,0,On-grid
26532,HH_037,2024-01-26 11:00:00,0.3225,218.7,1.47,Other,0,On-grid
26533,HH_037,2024-01-26 12:00:00,0.2371,225.12,1.05,Cooling,0,On-grid
26534,HH_037,2024-01-26 13:00:00,0.2796,218.07,1.28,Cooling,0,On-grid
26535,HH_037,2024-01-26 14:00:00,0.2689,218.54,1.23,Cooling,0,On-grid
26536,HH_037,2024-01-26 15:00:00,0.351,209.52,1.68,Charging,0,On-grid
26537,HH_037,2024-01-26 16:00:00,0.3944,213.84,1.84,Lighting,0,On-grid
26538,HH_037,2024-01-26 17:00:00,0.6273,201.47,3.11,Cooling,0,On-grid
26539,HH_037,2024-01-26 18:00:00,0.7651,216.82,3.53,Cooking,0,On-grid
26540,HH_037,2024-01-26 19:00:00,0.8793,218.96,4.02,Entertainment,0,On-grid
26541,HH_037,2024-01-26 20:00:00,0.7739,215.23,3.6,Cooking,0,On-grid
26542,HH_037,2024-01-26 21:00:00,0.5951,214.8,2.77,Cooking,0,On-grid
26543,HH_037,2024-01-26 22:00:00,0.3984,227.43,1.75,Cooling,0,On-grid
26544,HH_037,2024-01-26 23:00:00,0.2638,226.56,1.16,Cooling,0,On-grid
26545,HH_037,2024-01-27 00:00:00,0.1713,228.22,0.75,Other,0,On-grid
26546,HH_037,2024-01-27 01:00:00,0.0722,217.0,0.33,Charging,0,On-grid
26547,HH_037,2024-01-27 02:00:00,0.0177,213.59,0.08,Other,0,On-grid
26548,HH_037,2024-01-27 03:00:00,0.0293,219.25,0.13,Cooling,0,On-grid
26549,HH_037,2024-01-27 04:00:00,0.1052,223.49,0.47,Cooling,0,On-grid
26550,HH_037,2024-01-27 05:00:00,0.1563,217.52,0.72,Cooling,0,On-grid
26551,HH_037,2024-01-27 06:00:00,0.348,218.1,1.6,Cooling,0,On-grid
26552,HH_037,2024-01-27 07:00:00,0.517,216.75,2.39,Lighting,0,On-grid
26553,HH_037,2024-01-27 08:00:00,0.4505,228.87,1.97,Charging,0,On-grid
26554,HH_037,2024-01-27 09:00:00,0.455,220.21,2.07,Lighting,0,On-grid
26555,HH_037,2024-01-27 10:00:00,0.2925,219.37,1.33,Other,0,On-grid
26556,HH_037,2024-01-27 11:00:00,0.2266,223.47,1.01,Charging,0,On-grid
26557,HH_037,2024-01-27 12:00:00,0.2277,217.17,1.05,Entertainment,0,On-grid
26558,HH_037,2024-01-27 13:00:00,0.3202,218.03,1.47,Other,0,On-grid
26559,HH_037,2024-01-27 14:00:00,0.2816,222.17,1.27,Other,0,On-grid
26560,HH_037,2024-01-27 15:00:00,0.4265,221.93,1.92,Other,0,On-grid
26561,HH_037,2024-01-27 16:00:00,0.3702,232.02,1.6,Other,0,On-grid
26562,HH_037,2024-01-27 17:00:00,0.6311,214.81,2.94,Entertainment,0,On-grid
26563,HH_037,2024-01-27 18:00:00,0.783,227.97,3.43,Lighting,0,On-grid
26564,HH_037,2024-01-27 19:00:00,0.9177,224.77,4.08,Other,0,On-grid
26565,HH_037,2024-01-27 20:00:00,0.8678,221.13,3.92,Cooking,0,On-grid
26566,HH_037,2024-01-27 21:00:00,0.6592,227.31,2.9,Lighting,0,On-grid
26567,HH_037,2024-01-27 22:00:00,0.4087,212.63,1.92,Cooling,0,On-grid
26568,HH_037,2024-01-27 23:00:00,0.2275,212.5,1.07,Cooking,0,On-grid
26569,HH_037,2024-01-28 00:00:00,0.1251,219.75,0.57,Other,0,On-grid
26570,HH_037,2024-01-28 01:00:00,0.1415,218.76,0.65,Other,0,On-grid
26571,HH_037,2024-01-28 02:00:00,0.0,216.89,0.0,Other,0,On-grid
26572,HH_037,2024-01-28 03:00:00,0.0258,212.21,0.12,Entertainment,0,On-grid
26573,HH_037,2024-01-28 04:00:00,0.0027,224.36,0.01,Entertainment,0,On-grid
26574,HH_037,2024-01-28 05:00:00,0.1187,234.23,0.51,Cooling,0,On-grid
26575,HH_037,2024-01-28 06:00:00,0.398,218.61,1.82,Charging,0,On-grid
26576,HH_037,2024-01-28 07:00:00,0.6045,219.35,2.76,Cooking,0,On-grid
26577,HH_037,2024-01-28 08:00:00,0.5237,231.35,2.26,Other,0,On-grid
26578,HH_037,2024-01-28 09:00:00,0.3834,218.58,1.75,Charging,0,On-grid
26579,HH_037,2024-01-28 10:00:00,0.3228,218.26,1.48,Cooking,0,On-grid
26580,HH_037,2024-01-28 11:00:00,0.1727,221.24,0.78,Cooking,0,On-grid
26581,HH_037,2024-01-28 12:00:00,0.2437,220.11,1.11,Lighting,0,On-grid
26582,HH_037,2024-01-28 13:00:00,0.2397,222.62,1.08,Cooling,0,On-grid
26583,HH_037,2024-01-28 14:00:00,0.2449,214.37,1.14,Cooling,0,On-grid
26584,HH_037,2024-01-28 15:00:00,0.41,228.75,1.79,Cooling,0,On-grid
26585,HH_037,2024-01-28 16:00:00,0.4205,217.72,1.93,Charging,0,On-grid
26586,HH_037,2024-01-28 17:00:00,0.5166,214.1,2.41,Cooking,0,On-grid
26587,HH_037,2024-01-28 18:00:00,0.7539,215.41,3.5,Lighting,0,On-grid
26588,HH_037,2024-01-28 19:00:00,0.8416,225.98,3.72,Entertainment,0,On-grid
26589,HH_037,2024-01-28 20:00:00,0.851,217.86,3.91,Lighting,0,On-grid
26590,HH_037,2024-01-28 21:00:00,0.6388,221.81,2.88,Entertainment,0,On-grid
26591,HH_037,2024-01-28 22:00:00,0.4487,225.45,1.99,Cooling,0,On-grid
26592,HH_037,2024-01-28 23:00:00,0.0941,211.71,0.44,Cooling,0,On-grid
26593,HH_037,2024-01-29 00:00:00,0.1876,218.52,0.86,Other,0,On-grid
26594,HH_037,2024-01-29 01:00:00,0.0047,221.45,0.02,Cooling,0,On-grid
26595,HH_037,2024-01-29 02:00:00,0.0223,223.11,0.1,Cooling,0,On-grid
26596,HH_037,2024-01-29 03:00:00,0.079,215.77,0.37,Cooling,0,On-grid
26597,HH_037,2024-01-29 04:00:00,0.1124,221.55,0.51,Other,0,On-grid
26598,HH_037,2024-01-29 05:00:00,0.1385,210.99,0.66,Cooling,0,On-grid
26599,HH_037,2024-01-29 06:00:00,0.4299,217.2,1.98,Other,0,On-grid
26600,HH_037,2024-01-29 07:00:00,0.6549,222.18,2.95,Cooling,0,On-grid
26601,HH_037,2024-01-29 08:00:00,0.5224,228.69,2.28,Charging,0,On-grid
26602,HH_037,2024-01-29 09:00:00,0.3983,218.95,1.82,Cooking,0,On-grid
26603,HH_037,2024-01-29 10:00:00,0.2881,216.55,1.33,Entertainment,0,On-grid
26604,HH_037,2024-01-29 11:00:00,0.2067,209.34,0.99,Cooling,0,On-grid
26605,HH_037,2024-01-29 12:00:00,0.2243,215.8,1.04,Cooking,0,On-grid
26606,HH_037,2024-01-29 13:00:00,0.3139,224.37,1.4,Cooling,0,On-grid
26607,HH_037,2024-01-29 14:00:00,0.3509,222.36,1.58,Cooling,0,On-grid
26608,HH_037,2024-01-29 15:00:00,0.3116,217.32,1.43,Cooling,0,On-grid
26609,HH_037,2024-01-29 16:00:00,0.3358,218.85,1.53,Other,0,On-grid
26610,HH_037,2024-01-29 17:00:00,0.6094,225.49,2.7,Cooling,0,On-grid
26611,HH_037,2024-01-29 18:00:00,0.6947,218.61,3.18,Cooking,0,On-grid
26612,HH_037,2024-01-29 19:00:00,0.9122,223.37,4.08,Lighting,0,On-grid
26613,HH_037,2024-01-29 20:00:00,0.7846,220.96,3.55,Entertainment,0,On-grid
26614,HH_037,2024-01-29 21:00:00,0.5896,225.64,2.61,Lighting,0,On-grid
26615,HH_037,2024-01-29 22:00:00,0.4145,223.74,1.85,Cooling,0,On-grid
26616,HH_037,2024-01-29 23:00:00,0.1681,222.5,0.76,Other,0,On-grid
26617,HH_037,2024-01-30 00:00:00,0.1513,225.52,0.67,Cooling,0,On-grid
26618,HH_037,2024-01-30 01:00:00,0.055,218.66,0.25,Other,0,On-grid
26619,HH_037,2024-01-30 02:00:00,0.0318,212.67,0.15,Other,0,On-grid
26620,HH_037,2024-01-30 03:00:00,0.0472,214.91,0.22,Lighting,0,On-grid
26621,HH_037,2024-01-30 04:00:00,0.0304,221.18,0.14,Cooking,0,On-grid
26622,HH_037,2024-01-30 05:00:00,0.0783,219.48,0.36,Cooking,0,On-grid
26623,HH_037,2024-01-30 06:00:00,0.391,213.27,1.83,Other,0,On-grid
26624,HH_037,2024-01-30 07:00:00,0.6424,207.68,3.09,Cooling,0,On-grid
26625,HH_037,2024-01-30 08:00:00,0.4958,213.11,2.33,Cooling,0,On-grid
26626,HH_037,2024-01-30 09:00:00,0.3832,225.69,1.7,Lighting,0,On-grid
26627,HH_037,2024-01-30 10:00:00,0.3616,212.4,1.7,Cooling,0,On-grid
26628,HH_037,2024-01-30 11:00:00,0.2524,220.03,1.15,Cooking,0,On-grid
26629,HH_037,2024-01-30 12:00:00,0.3002,210.71,1.42,Cooling,0,On-grid
26630,HH_037,2024-01-30 13:00:00,0.2596,217.36,1.19,Other,0,On-grid
26631,HH_037,2024-01-30 14:00:00,0.3017,219.47,1.37,Charging,0,On-grid
26632,HH_037,2024-01-30 15:00:00,0.3532,219.05,1.61,Charging,0,On-grid
26633,HH_037,2024-01-30 16:00:00,0.5083,215.62,2.36,Cooling,0,On-grid
26634,HH_037,2024-01-30 17:00:00,0.5759,210.87,2.73,Cooling,0,On-grid
26635,HH_037,2024-01-30 18:00:00,0.702,226.83,3.09,Cooking,0,On-grid
26636,HH_037,2024-01-30 19:00:00,0.8583,222.35,3.86,Lighting,0,On-grid
26637,HH_037,2024-01-30 20:00:00,0.7734,228.04,3.39,Lighting,0,On-grid
26638,HH_037,2024-01-30 21:00:00,0.5683,224.59,2.53,Cooking,0,On-grid
26639,HH_037,2024-01-30 22:00:00,0.3731,218.92,1.7,Cooling,0,On-grid
26640,HH_037,2024-01-30 23:00:00,0.2354,218.23,1.08,Cooling,0,On-grid
26641,HH_038,2024-01-01 00:00:00,0.0444,222.66,0.2,Lighting,0,On-grid
26642,HH_038,2024-01-01 01:00:00,0.1144,221.6,0.52,Cooling,0,On-grid
26643,HH_038,2024-01-01 02:00:00,0.0,223.32,0.0,Lighting,0,On-grid
26644,HH_038,2024-01-01 03:00:00,0.0726,218.58,0.33,Entertainment,0,On-grid
26645,HH_038,2024-01-01 04:00:00,0.0,222.76,0.0,Cooling,0,On-grid
26646,HH_038,2024-01-01 05:00:00,0.0819,214.88,0.38,Cooling,0,On-grid
26647,HH_038,2024-01-01 06:00:00,0.4075,220.54,1.85,Other,0,On-grid
26648,HH_038,2024-01-01 07:00:00,0.5863,219.25,2.67,Entertainment,0,On-grid
26649,HH_038,2024-01-01 08:00:00,0.4573,217.36,2.1,Cooking,0,On-grid
26650,HH_038,2024-01-01 09:00:00,0.3196,216.6,1.48,Lighting,0,On-grid
26651,HH_038,2024-01-01 10:00:00,0.2544,227.88,1.12,Cooling,0,On-grid
26652,HH_038,2024-01-01 11:00:00,0.2346,222.19,1.06,Other,0,On-grid
26653,HH_038,2024-01-01 12:00:00,0.2764,219.3,1.26,Cooking,0,On-grid
26654,HH_038,2024-01-01 13:00:00,0.2431,236.47,1.03,Cooking,0,On-grid
26655,HH_038,2024-01-01 14:00:00,0.2699,213.7,1.26,Other,0,On-grid
26656,HH_038,2024-01-01 15:00:00,0.3281,219.46,1.5,Cooling,0,On-grid
26657,HH_038,2024-01-01 16:00:00,0.3695,208.43,1.77,Cooling,0,On-grid
26658,HH_038,2024-01-01 17:00:00,0.6507,214.95,3.03,Other,0,On-grid
26659,HH_038,2024-01-01 18:00:00,0.7229,221.72,3.26,Cooking,0,On-grid
26660,HH_038,2024-01-01 19:00:00,0.8526,226.0,3.77,Cooking,0,On-grid
26661,HH_038,2024-01-01 20:00:00,0.7874,219.27,3.59,Lighting,0,On-grid
26662,HH_038,2024-01-01 21:00:00,0.6287,213.58,2.94,Lighting,0,On-grid
26663,HH_038,2024-01-01 22:00:00,0.485,217.29,2.23,Charging,0,On-grid
26664,HH_038,2024-01-01 23:00:00,0.2284,224.13,1.02,Other,0,On-grid
26665,HH_038,2024-01-02 00:00:00,0.0793,213.22,0.37,Cooling,0,On-grid
26666,HH_038,2024-01-02 01:00:00,0.0755,220.28,0.34,Cooling,0,On-grid
26667,HH_038,2024-01-02 02:00:00,0.1088,213.79,0.51,Cooling,0,On-grid
26668,HH_038,2024-01-02 03:00:00,0.1248,221.31,0.56,Other,0,On-grid
26669,HH_038,2024-01-02 04:00:00,0.114,211.08,0.54,Other,0,On-grid
26670,HH_038,2024-01-02 05:00:00,0.0875,225.73,0.39,Other,0,On-grid
26671,HH_038,2024-01-02 06:00:00,0.2918,218.4,1.34,Other,0,On-grid
26672,HH_038,2024-01-02 07:00:00,0.6152,223.26,2.76,Other,0,On-grid
26673,HH_038,2024-01-02 08:00:00,0.5629,221.11,2.55,Cooking,0,On-grid
26674,HH_038,2024-01-02 09:00:00,0.388,222.57,1.74,Other,0,On-grid
26675,HH_038,2024-01-02 10:00:00,0.268,213.5,1.26,Cooling,0,On-grid
26676,HH_038,2024-01-02 11:00:00,0.248,223.63,1.11,Entertainment,0,On-grid
26677,HH_038,2024-01-02 12:00:00,0.345,214.74,1.61,Cooling,0,On-grid
26678,HH_038,2024-01-02 13:00:00,0.1966,216.96,0.91,Charging,0,On-grid
26679,HH_038,2024-01-02 14:00:00,0.2627,217.07,1.21,Entertainment,0,On-grid
26680,HH_038,2024-01-02 15:00:00,0.3988,222.83,1.79,Cooling,0,On-grid
26681,HH_038,2024-01-02 16:00:00,0.3753,221.27,1.7,Cooling,0,On-grid
26682,HH_038,2024-01-02 17:00:00,0.6458,224.13,2.88,Charging,0,On-grid
26683,HH_038,2024-01-02 18:00:00,0.7189,226.56,3.17,Cooling,0,On-grid
26684,HH_038,2024-01-02 19:00:00,0.8782,222.5,3.95,Cooling,0,On-grid
26685,HH_038,2024-01-02 20:00:00,0.817,218.73,3.74,Cooking,0,On-grid
26686,HH_038,2024-01-02 21:00:00,0.6056,227.48,2.66,Lighting,0,On-grid
26687,HH_038,2024-01-02 22:00:00,0.3098,217.14,1.43,Other,0,On-grid
26688,HH_038,2024-01-02 23:00:00,0.1849,219.78,0.84,Cooling,0,On-grid
26689,HH_038,2024-01-03 00:00:00,0.1628,217.76,0.75,Other,0,On-grid
26690,HH_038,2024-01-03 01:00:00,0.1077,220.23,0.49,Cooling,0,On-grid
26691,HH_038,2024-01-03 02:00:00,0.0812,219.41,0.37,Other,0,On-grid
26692,HH_038,2024-01-03 03:00:00,0.0455,215.11,0.21,Cooling,0,On-grid
26693,HH_038,2024-01-03 04:00:00,0.0189,223.29,0.08,Other,0,On-grid
26694,HH_038,2024-01-03 05:00:00,0.124,224.83,0.55,Charging,0,On-grid
26695,HH_038,2024-01-03 06:00:00,0.3884,215.57,1.8,Lighting,0,On-grid
26696,HH_038,2024-01-03 07:00:00,0.6405,230.39,2.78,Cooking,0,On-grid
26697,HH_038,2024-01-03 08:00:00,0.5155,218.47,2.36,Other,0,On-grid
26698,HH_038,2024-01-03 09:00:00,0.4314,215.68,2.0,Cooking,0,On-grid
26699,HH_038,2024-01-03 10:00:00,0.3385,224.29,1.51,Other,0,On-grid
26700,HH_038,2024-01-03 11:00:00,0.3481,217.61,1.6,Cooling,0,On-grid
26701,HH_038,2024-01-03 12:00:00,0.2352,214.18,1.1,Cooling,0,On-grid
26702,HH_038,2024-01-03 13:00:00,0.1974,221.16,0.89,Cooking,0,On-grid
26703,HH_038,2024-01-03 14:00:00,0.3458,222.03,1.56,Lighting,0,On-grid
26704,HH_038,2024-01-03 15:00:00,0.3935,229.61,1.71,Cooling,0,On-grid
26705,HH_038,2024-01-03 16:00:00,0.3978,220.06,1.81,Cooling,0,On-grid
26706,HH_038,2024-01-03 17:00:00,0.5747,223.52,2.57,Cooling,0,On-grid
26707,HH_038,2024-01-03 18:00:00,0.7682,211.05,3.64,Lighting,0,On-grid
26708,HH_038,2024-01-03 19:00:00,0.9074,224.75,4.04,Cooling,0,On-grid
26709,HH_038,2024-01-03 20:00:00,0.8335,211.27,3.95,Cooling,0,On-grid
26710,HH_038,2024-01-03 21:00:00,0.6924,223.4,3.1,Cooling,0,On-grid
26711,HH_038,2024-01-03 22:00:00,0.4292,224.88,1.91,Other,0,On-grid
26712,HH_038,2024-01-03 23:00:00,0.2097,216.87,0.97,Cooling,0,On-grid
26713,HH_038,2024-01-04 00:00:00,0.1763,219.37,0.8,Cooling,0,On-grid
26714,HH_038,2024-01-04 01:00:00,0.1224,225.41,0.54,Other,0,On-grid
26715,HH_038,2024-01-04 02:00:00,0.1163,226.03,0.51,Entertainment,0,On-grid
26716,HH_038,2024-01-04 03:00:00,0.0,218.33,0.0,Other,0,On-grid
26717,HH_038,2024-01-04 04:00:00,0.0905,220.22,0.41,Cooling,0,On-grid
26718,HH_038,2024-01-04 05:00:00,0.0099,211.49,0.05,Entertainment,0,On-grid
26719,HH_038,2024-01-04 06:00:00,0.3788,222.49,1.7,Cooking,0,On-grid
26720,HH_038,2024-01-04 07:00:00,0.66,215.8,3.06,Lighting,0,On-grid
26721,HH_038,2024-01-04 08:00:00,0.4721,223.18,2.12,Cooking,0,On-grid
26722,HH_038,2024-01-04 09:00:00,0.4258,218.35,1.95,Entertainment,0,On-grid
26723,HH_038,2024-01-04 10:00:00,0.3306,209.42,1.58,Other,0,On-grid
26724,HH_038,2024-01-04 11:00:00,0.1897,227.67,0.83,Cooking,0,On-grid
26725,HH_038,2024-01-04 12:00:00,0.309,221.13,1.4,Cooling,0,On-grid
26726,HH_038,2024-01-04 13:00:00,0.2511,218.05,1.15,Cooling,0,On-grid
26727,HH_038,2024-01-04 14:00:00,0.3443,216.84,1.59,Cooling,0,On-grid
26728,HH_038,2024-01-04 15:00:00,0.4001,216.64,1.85,Cooling,0,On-grid
26729,HH_038,2024-01-04 16:00:00,0.3677,225.2,1.63,Other,0,On-grid
26730,HH_038,2024-01-04 17:00:00,0.6095,227.31,2.68,Cooking,0,On-grid
26731,HH_038,2024-01-04 18:00:00,0.74,220.7,3.35,Other,0,On-grid
26732,HH_038,2024-01-04 19:00:00,0.8622,223.03,3.87,Cooking,0,On-grid
26733,HH_038,2024-01-04 20:00:00,0.8659,211.69,4.09,Other,0,On-grid
26734,HH_038,2024-01-04 21:00:00,0.6513,213.79,3.05,Lighting,0,On-grid
26735,HH_038,2024-01-04 22:00:00,0.3784,219.89,1.72,Cooking,0,On-grid
26736,HH_038,2024-01-04 23:00:00,0.2405,225.35,1.07,Lighting,0,On-grid
26737,HH_038,2024-01-05 00:00:00,0.1316,214.74,0.61,Cooling,0,On-grid
26738,HH_038,2024-01-05 01:00:00,0.0891,214.17,0.42,Other,0,On-grid
26739,HH_038,2024-01-05 02:00:00,0.149,213.53,0.7,Cooling,0,On-grid
26740,HH_038,2024-01-05 03:00:00,0.1142,217.47,0.52,Cooling,0,On-grid
26741,HH_038,2024-01-05 04:00:00,0.0,217.12,0.0,Cooling,0,On-grid
26742,HH_038,2024-01-05 05:00:00,0.181,216.42,0.84,Cooling,0,On-grid
26743,HH_038,2024-01-05 06:00:00,0.3944,213.57,1.85,Charging,0,On-grid
26744,HH_038,2024-01-05 07:00:00,0.6424,206.4,3.11,Other,0,On-grid
26745,HH_038,2024-01-05 08:00:00,0.4816,224.84,2.14,Lighting,0,On-grid
26746,HH_038,2024-01-05 09:00:00,0.4052,224.33,1.81,Lighting,0,On-grid
26747,HH_038,2024-01-05 10:00:00,0.2917,219.14,1.33,Cooling,0,On-grid
26748,HH_038,2024-01-05 11:00:00,0.2913,211.87,1.37,Cooling,0,On-grid
26749,HH_038,2024-01-05 12:00:00,0.2553,218.4,1.17,Cooling,0,On-grid
26750,HH_038,2024-01-05 13:00:00,0.2149,223.43,0.96,Entertainment,0,On-grid
26751,HH_038,2024-01-05 14:00:00,0.3711,222.34,1.67,Other,0,On-grid
26752,HH_038,2024-01-05 15:00:00,0.306,217.69,1.41,Lighting,0,On-grid
26753,HH_038,2024-01-05 16:00:00,0.3823,221.35,1.73,Entertainment,0,On-grid
26754,HH_038,2024-01-05 17:00:00,0.6081,221.58,2.74,Cooling,0,On-grid
26755,HH_038,2024-01-05 18:00:00,0.7706,221.87,3.47,Other,0,On-grid
26756,HH_038,2024-01-05 19:00:00,0.9414,218.9,4.3,Entertainment,0,On-grid
26757,HH_038,2024-01-05 20:00:00,0.8024,213.32,3.76,Cooking,0,On-grid
26758,HH_038,2024-01-05 21:00:00,0.5147,221.26,2.33,Lighting,0,On-grid
26759,HH_038,2024-01-05 22:00:00,0.4886,218.03,2.24,Other,0,On-grid
26760,HH_038,2024-01-05 23:00:00,0.1281,219.79,0.58,Cooling,0,On-grid
26761,HH_038,2024-01-06 00:00:00,0.0533,219.9,0.24,Cooling,0,On-grid
26762,HH_038,2024-01-06 01:00:00,0.0772,218.43,0.35,Lighting,0,On-grid
26763,HH_038,2024-01-06 02:00:00,0.0312,208.43,0.15,Lighting,0,On-grid
26764,HH_038,2024-01-06 03:00:00,0.0123,221.23,0.06,Cooling,0,On-grid
26765,HH_038,2024-01-06 04:00:00,0.0145,226.61,0.06,Charging,0,On-grid
26766,HH_038,2024-01-06 05:00:00,0.1487,218.77,0.68,Cooling,0,On-grid
26767,HH_038,2024-01-06 06:00:00,0.3719,224.22,1.66,Entertainment,0,On-grid
26768,HH_038,2024-01-06 07:00:00,0.5681,223.28,2.54,Cooking,0,On-grid
26769,HH_038,2024-01-06 08:00:00,0.4954,219.87,2.25,Charging,0,On-grid
26770,HH_038,2024-01-06 09:00:00,0.3813,225.31,1.69,Entertainment,0,On-grid
